"Campaign_ID","Company","Campaign_Type","Target_Audience","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date"
365,DataTech Solutions,Social Media,Women 25-34,"60 days",Email,0.12,"$12,050.00",3.59,Houston,English,679,3627,3,Tech Enthusiasts,2021-12-31
366,Alpha Innovations,Social Media,All Ages,"60 days",Facebook,0.07,"$15,748.00",7.14,New York,Mandarin,326,6464,10,Health & Wellness,2021-01-01
367,Alpha Innovations,Email,Men 25-34,"45 days",Google Ads,0.05,"$18,419.00",5.13,Houston,Mandarin,238,3615,5,Foodies,2021-01-02
368,DataTech Solutions,Influencer,Men 18-24,"15 days",Facebook,0.15,"$9,913.00",3.57,New York,Mandarin,309,8560,3,Foodies,2021-01-03
369,Innovate Industries,Influencer,Men 18-24,"45 days",Instagram,0.09,"$9,187.00",3.75,Houston,Spanish,969,4620,1,Tech Enthusiasts,2021-01-04
370,TechCorp,Social Media,Women 35-44,"45 days",Email,0.12,"$12,157.00",7.61,New York,German,901,7766,9,Fashionistas,2021-01-05
371,Alpha Innovations,Display,All Ages,"30 days",Website,0.08,"$7,789.00",3.37,Houston,English,636,1287,6,Tech Enthusiasts,2021-01-06
372,TechCorp,Email,Men 25-34,"30 days",Email,0.09,"$14,392.00",6.94,Chicago,German,849,3258,5,Tech Enthusiasts,2021-01-07
373,Alpha Innovations,Search,Men 18-24,"30 days",Google Ads,0.14,"$14,255.00",3.96,Houston,French,318,7567,8,Tech Enthusiasts,2021-01-08
374,Alpha Innovations,Search,Women 25-34,"30 days",Email,0.05,"$18,926.00",5.66,New York,French,846,4907,1,Fashionistas,2021-01-09
375,TechCorp,Influencer,Women 35-44,"30 days",Website,0.11,"$17,286.00",2.18,Chicago,Mandarin,957,6429,5,Health & Wellness,2021-01-10
376,NexGen Systems,Social Media,Women 25-34,"30 days",Facebook,0.09,"$9,309.00",4.27,Miami,Mandarin,289,9828,1,Tech Enthusiasts,2021-01-11
377,NexGen Systems,Social Media,Men 18-24,"45 days",Facebook,0.11,"$5,188.00",4.75,Chicago,German,471,4732,1,Tech Enthusiasts,2021-01-12
378,NexGen Systems,Social Media,Women 25-34,"60 days",Google Ads,0.02,"$12,282.00",4.65,Houston,French,791,9225,5,Outdoor Adventurers,2021-01-13
379,NexGen Systems,Email,Women 35-44,"45 days",Google Ads,0.03,"$18,162.00",6.87,Miami,Mandarin,887,7542,3,Tech Enthusiasts,2021-01-14
380,Alpha Innovations,Display,All Ages,"60 days",YouTube,0.04,"$13,380.00",5.75,New York,German,146,8829,3,Outdoor Adventurers,2021-01-15
381,Innovate Industries,Influencer,Men 25-34,"45 days",Instagram,0.05,"$7,519.00",3.42,Chicago,German,735,7427,9,Fashionistas,2021-01-16
382,Innovate Industries,Email,Men 25-34,"15 days",Google Ads,0.1,"$8,434.00",3.53,Los Angeles,English,202,9587,6,Health & Wellness,2021-01-17
383,TechCorp,Email,Women 25-34,"15 days",Instagram,0.04,"$8,451.00",3.44,Los Angeles,Spanish,829,6830,8,Foodies,2021-01-18
384,TechCorp,Social Media,Women 25-34,"45 days",YouTube,0.04,"$17,141.00",6.74,New York,French,134,6143,10,Tech Enthusiasts,2021-01-19
385,TechCorp,Influencer,Men 25-34,"60 days",Facebook,0.03,"$5,287.00",7.55,New York,Mandarin,335,1711,6,Fashionistas,2021-01-20
386,Alpha Innovations,Email,Women 25-34,"60 days",Facebook,0.15,"$10,994.00",2.27,Los Angeles,Mandarin,512,2323,4,Foodies,2021-01-21
387,Alpha Innovations,Search,All Ages,"60 days",Instagram,0.08,"$5,599.00",2.81,Houston,English,896,7009,10,Health & Wellness,2021-01-22
388,Innovate Industries,Search,All Ages,"60 days",Instagram,0.14,"$16,625.00",7.76,Los Angeles,Mandarin,123,3249,7,Health & Wellness,2021-01-23
389,Alpha Innovations,Email,Women 25-34,"45 days",Instagram,0.02,"$12,324.00",6.17,New York,French,727,9864,5,Health & Wellness,2021-01-24
390,Alpha Innovations,Display,Men 25-34,"45 days",Email,0.04,"$5,151.00",3.98,Chicago,Spanish,294,1846,8,Outdoor Adventurers,2021-01-25
391,DataTech Solutions,Social Media,Men 25-34,"30 days",Instagram,0.02,"$6,405.00",2.97,Miami,German,435,3371,2,Foodies,2021-01-26
392,Alpha Innovations,Email,All Ages,"60 days",Facebook,0.09,"$7,704.00",6.26,Houston,French,718,2485,5,Fashionistas,2021-01-27
393,Innovate Industries,Display,Women 25-34,"15 days",Facebook,0.07,"$16,130.00",5.83,Miami,English,733,4550,10,Fashionistas,2021-01-28
394,DataTech Solutions,Influencer,Women 25-34,"15 days",Facebook,0.03,"$6,204.00",4.06,Chicago,Spanish,454,7764,9,Health & Wellness,2021-01-29
395,Innovate Industries,Display,Women 35-44,"45 days",YouTube,0.12,"$13,813.00",4.46,Miami,French,806,3041,9,Outdoor Adventurers,2021-01-30
396,TechCorp,Search,Men 18-24,"15 days",YouTube,0.15,"$13,689.00",2.6,Chicago,French,232,8249,5,Tech Enthusiasts,2021-01-31
397,Innovate Industries,Social Media,Women 35-44,"30 days",Facebook,0.13,"$17,174.00",7.14,Los Angeles,Spanish,125,9618,5,Tech Enthusiasts,2021-02-01
398,DataTech Solutions,Influencer,Women 25-34,"30 days",Email,0.12,"$17,974.00",3.16,Chicago,English,664,1255,8,Fashionistas,2021-02-02
399,TechCorp,Email,Women 35-44,"15 days",Google Ads,0.1,"$16,047.00",6.47,Houston,English,259,1993,2,Outdoor Adventurers,2021-02-03
400,DataTech Solutions,Social Media,All Ages,"30 days",Website,0.07,"$13,468.00",6.05,Los Angeles,Spanish,868,3888,4,Foodies,2021-02-04
401,TechCorp,Display,All Ages,"15 days",Instagram,0.08,"$8,712.00",5.55,Houston,Spanish,824,6420,7,Health & Wellness,2021-02-05
402,Alpha Innovations,Email,All Ages,"45 days",Website,0.03,"$17,165.00",2.92,Miami,Mandarin,881,9282,6,Health & Wellness,2021-02-06
403,Innovate Industries,Search,All Ages,"60 days",Website,0.05,"$5,918.00",2.15,Los Angeles,French,378,9949,4,Health & Wellness,2021-02-07
404,TechCorp,Social Media,All Ages,"30 days",YouTube,0.12,"$13,641.00",7.69,New York,English,834,6836,7,Outdoor Adventurers,2021-02-08
405,DataTech Solutions,Display,Men 18-24,"60 days",Instagram,0.12,"$7,388.00",4.87,Miami,German,709,5657,3,Tech Enthusiasts,2021-02-09
406,DataTech Solutions,Display,Women 25-34,"45 days",YouTube,0.02,"$6,641.00",3.14,Houston,English,696,5458,5,Fashionistas,2021-02-10
407,NexGen Systems,Influencer,Women 35-44,"30 days",Email,0.13,"$19,269.00",2.15,Chicago,Spanish,239,7346,10,Fashionistas,2021-02-11
408,DataTech Solutions,Search,Women 35-44,"30 days",YouTube,0.04,"$17,299.00",7.91,Houston,German,890,5009,6,Fashionistas,2021-02-12
409,Innovate Industries,Social Media,Men 25-34,"15 days",YouTube,0.09,"$5,816.00",4.64,Houston,German,147,1629,9,Outdoor Adventurers,2021-02-13
410,DataTech Solutions,Search,Women 25-34,"45 days",Website,0.15,"$17,201.00",5.32,Houston,Mandarin,849,6430,7,Foodies,2021-02-14
411,NexGen Systems,Display,Men 18-24,"30 days",YouTube,0.03,"$18,611.00",6.78,Los Angeles,Spanish,412,8230,1,Health & Wellness,2021-02-15
412,NexGen Systems,Email,Women 25-34,"45 days",Website,0.03,"$7,139.00",5.68,Houston,Mandarin,118,6941,1,Foodies,2021-02-16
413,TechCorp,Display,All Ages,"30 days",YouTube,0.01,"$10,699.00",6.43,New York,German,525,2143,9,Fashionistas,2021-02-17
414,NexGen Systems,Influencer,Men 18-24,"45 days",YouTube,0.06,"$19,526.00",7.14,New York,Mandarin,294,6179,6,Fashionistas,2021-02-18
415,NexGen Systems,Search,Women 35-44,"30 days",Google Ads,0.07,"$5,576.00",7.97,Chicago,Mandarin,609,2349,10,Foodies,2021-02-19
416,Innovate Industries,Email,Men 25-34,"15 days",Google Ads,0.04,"$6,934.00",4.98,Chicago,German,649,1416,7,Foodies,2021-02-20
417,TechCorp,Influencer,Men 18-24,"60 days",Email,0.01,"$9,077.00",4.4,Los Angeles,Mandarin,860,6874,4,Tech Enthusiasts,2021-02-21
418,DataTech Solutions,Search,Men 25-34,"15 days",YouTube,0.09,"$5,702.00",2.32,Los Angeles,English,833,2831,10,Foodies,2021-02-22
419,Innovate Industries,Social Media,Women 35-44,"45 days",Facebook,0.02,"$10,459.00",5.34,Los Angeles,English,642,9515,2,Foodies,2021-02-23
420,DataTech Solutions,Email,Women 35-44,"45 days",Instagram,0.1,"$9,480.00",6.55,Miami,Spanish,908,6026,2,Foodies,2021-02-24
421,NexGen Systems,Social Media,Men 18-24,"30 days",Email,0.14,"$6,041.00",4.4,New York,Mandarin,578,6558,6,Foodies,2021-02-25
422,Alpha Innovations,Email,Men 25-34,"30 days",Email,0.1,"$9,036.00",2.76,Los Angeles,Mandarin,140,6245,7,Health & Wellness,2021-02-26
423,DataTech Solutions,Display,Men 25-34,"30 days",Facebook,0.01,"$6,772.00",4.39,Houston,German,540,2667,7,Health & Wellness,2021-02-27
424,Alpha Innovations,Email,Men 25-34,"30 days",Email,0.07,"$17,735.00",6.6,Miami,English,124,2072,10,Outdoor Adventurers,2021-02-28
425,TechCorp,Search,Men 18-24,"30 days",Google Ads,0.13,"$19,742.00",4.21,Houston,Mandarin,942,7863,5,Health & Wellness,2021-03-01
426,Innovate Industries,Display,Men 18-24,"45 days",Instagram,0.11,"$19,796.00",6.99,Los Angeles,Mandarin,562,2883,1,Fashionistas,2021-03-02
427,NexGen Systems,Display,Men 18-24,"45 days",Website,0.02,"$16,495.00",5.5,Miami,Spanish,466,6126,8,Outdoor Adventurers,2021-03-03
428,NexGen Systems,Email,Women 25-34,"30 days",Website,0.07,"$11,648.00",4.73,Los Angeles,Mandarin,184,9142,8,Fashionistas,2021-03-04
429,Alpha Innovations,Social Media,Men 18-24,"30 days",Facebook,0.15,"$14,521.00",2.05,New York,German,991,2511,2,Foodies,2021-03-05
430,NexGen Systems,Display,Women 35-44,"45 days",Instagram,0.08,"$10,618.00",7.34,New York,French,671,8433,10,Health & Wellness,2021-03-06
431,Alpha Innovations,Email,Women 25-34,"30 days",Website,0.07,"$9,482.00",7.25,Los Angeles,German,321,1043,10,Tech Enthusiasts,2021-03-07
432,TechCorp,Search,All Ages,"45 days",YouTube,0.11,"$14,929.00",3.46,Miami,German,132,4453,1,Outdoor Adventurers,2021-03-08
433,Innovate Industries,Display,Men 25-34,"60 days",Google Ads,0.01,"$7,700.00",3.46,Los Angeles,Mandarin,123,9889,8,Foodies,2021-03-09
434,Alpha Innovations,Social Media,Men 25-34,"60 days",Website,0.08,"$9,786.00",6.26,New York,German,147,5764,9,Foodies,2021-03-10
435,Alpha Innovations,Influencer,All Ages,"30 days",Facebook,0.05,"$13,888.00",2.63,Miami,English,469,9923,2,Fashionistas,2021-03-11
436,NexGen Systems,Social Media,All Ages,"45 days",Email,0.09,"$12,790.00",5.06,Los Angeles,German,285,4009,1,Foodies,2021-03-12
437,DataTech Solutions,Email,Men 18-24,"15 days",Google Ads,0.05,"$9,164.00",5.7,Miami,Mandarin,377,1659,5,Health & Wellness,2021-03-13
438,Innovate Industries,Display,All Ages,"30 days",YouTube,0.06,"$12,729.00",3.44,Houston,French,299,2099,2,Tech Enthusiasts,2021-03-14
439,NexGen Systems,Social Media,Women 25-34,"60 days",Website,0.09,"$19,698.00",4.88,Los Angeles,Spanish,963,5724,3,Fashionistas,2021-03-15
440,Alpha Innovations,Search,Men 25-34,"45 days",Website,0.06,"$5,680.00",7.68,Los Angeles,Spanish,279,6815,6,Outdoor Adventurers,2021-03-16
441,Innovate Industries,Search,Men 25-34,"45 days",Facebook,0.11,"$12,492.00",2.55,New York,English,656,2093,6,Fashionistas,2021-03-17
442,NexGen Systems,Influencer,Women 35-44,"30 days",Email,0.15,"$6,292.00",2.64,Chicago,Mandarin,466,8207,8,Foodies,2021-03-18
443,TechCorp,Influencer,Men 18-24,"30 days",Facebook,0.07,"$19,217.00",7.39,Miami,German,789,5994,10,Tech Enthusiasts,2021-03-19
444,NexGen Systems,Influencer,Women 25-34,"45 days",Email,0.12,"$15,432.00",4.9,Houston,German,520,5179,2,Fashionistas,2021-03-20
445,TechCorp,Search,All Ages,"45 days",Instagram,0.07,"$8,593.00",7.13,New York,English,200,6668,5,Foodies,2021-03-21
446,Alpha Innovations,Search,All Ages,"30 days",Facebook,0.09,"$9,723.00",5.1,Los Angeles,Mandarin,577,9201,9,Tech Enthusiasts,2021-03-22
447,Alpha Innovations,Email,All Ages,"15 days",Google Ads,0.11,"$19,974.00",5.82,Houston,Spanish,582,2461,10,Outdoor Adventurers,2021-03-23
448,TechCorp,Influencer,Women 25-34,"60 days",Website,0.04,"$18,780.00",3.56,Miami,Mandarin,221,4514,8,Tech Enthusiasts,2021-03-24
449,Innovate Industries,Influencer,Women 35-44,"60 days",YouTube,0.14,"$16,594.00",4.69,Miami,Mandarin,773,3018,3,Fashionistas,2021-03-25
450,NexGen Systems,Search,Men 18-24,"15 days",Facebook,0.11,"$17,226.00",4.09,Miami,Spanish,331,5699,6,Foodies,2021-03-26
451,Alpha Innovations,Social Media,Men 18-24,"15 days",Instagram,0.11,"$15,664.00",3.76,Chicago,German,316,9996,5,Fashionistas,2021-03-27
452,TechCorp,Email,Men 18-24,"15 days",Website,0.04,"$10,403.00",5.87,Los Angeles,Mandarin,301,5921,8,Health & Wellness,2021-03-28
453,Alpha Innovations,Influencer,Women 25-34,"60 days",YouTube,0.02,"$9,712.00",4.19,Miami,French,116,6836,7,Tech Enthusiasts,2021-03-29
454,Alpha Innovations,Social Media,Women 35-44,"15 days",Google Ads,0.12,"$17,117.00",7.41,Houston,English,987,9000,4,Foodies,2021-03-30
455,Alpha Innovations,Influencer,Women 25-34,"60 days",Google Ads,0.06,"$13,593.00",5.72,Los Angeles,English,690,1698,3,Foodies,2021-03-31
456,TechCorp,Email,Men 18-24,"15 days",Instagram,0.05,"$18,167.00",3.16,Los Angeles,French,917,8122,6,Outdoor Adventurers,2021-04-01
457,Alpha Innovations,Search,Men 18-24,"60 days",Facebook,0.12,"$11,054.00",4.37,Chicago,German,221,5287,1,Foodies,2021-04-02
458,Innovate Industries,Search,Women 35-44,"60 days",YouTube,0.02,"$6,728.00",6.29,Chicago,Spanish,856,7061,8,Outdoor Adventurers,2021-04-03
459,NexGen Systems,Influencer,Women 35-44,"60 days",YouTube,0.03,"$10,914.00",3.92,Los Angeles,German,933,3982,8,Tech Enthusiasts,2021-04-04
460,DataTech Solutions,Email,Women 35-44,"15 days",Google Ads,0.11,"$17,313.00",5.81,Houston,French,104,6210,5,Foodies,2021-04-05
461,Innovate Industries,Display,Women 35-44,"15 days",YouTube,0.12,"$11,095.00",3.59,New York,Spanish,988,1689,5,Outdoor Adventurers,2021-04-06
462,Alpha Innovations,Email,Women 35-44,"60 days",Google Ads,0.13,"$5,130.00",5.15,Houston,Spanish,860,6784,5,Health & Wellness,2021-04-07
463,TechCorp,Social Media,Men 25-34,"60 days",YouTube,0.02,"$13,482.00",3.17,Houston,English,794,7657,6,Tech Enthusiasts,2021-04-08
464,Innovate Industries,Display,Women 35-44,"30 days",YouTube,0.01,"$18,932.00",2.64,New York,English,447,9257,3,Health & Wellness,2021-04-09
465,TechCorp,Social Media,Women 25-34,"15 days",Facebook,0.05,"$16,093.00",6.53,New York,Mandarin,610,5628,10,Fashionistas,2021-04-10
466,Alpha Innovations,Influencer,Women 25-34,"30 days",Facebook,0.11,"$14,899.00",2.75,New York,French,666,6237,4,Fashionistas,2021-04-11
467,Alpha Innovations,Influencer,All Ages,"45 days",Facebook,0.1,"$8,127.00",6.95,New York,Spanish,330,1955,7,Fashionistas,2021-04-12
468,DataTech Solutions,Email,Women 25-34,"60 days",Website,0.12,"$10,839.00",6.05,Chicago,French,816,6414,6,Foodies,2021-04-13
469,TechCorp,Social Media,Women 25-34,"60 days",YouTube,0.02,"$16,218.00",7.11,New York,German,176,5609,4,Foodies,2021-04-14
470,DataTech Solutions,Email,Men 25-34,"60 days",Instagram,0.14,"$7,791.00",2.26,Miami,Mandarin,228,9197,8,Foodies,2021-04-15
471,Innovate Industries,Display,Women 25-34,"30 days",YouTube,0.02,"$17,214.00",6.81,New York,French,818,2267,1,Outdoor Adventurers,2021-04-16
472,DataTech Solutions,Social Media,Women 25-34,"45 days",Instagram,0.12,"$12,922.00",7.0,Houston,Mandarin,970,3985,3,Tech Enthusiasts,2021-04-17
473,Innovate Industries,Email,Men 18-24,"15 days",Instagram,0.15,"$14,159.00",4.71,Chicago,German,518,4366,10,Health & Wellness,2021-04-18
474,TechCorp,Email,Men 25-34,"60 days",Instagram,0.12,"$5,428.00",2.82,Houston,English,292,6313,4,Health & Wellness,2021-04-19
475,Innovate Industries,Influencer,All Ages,"30 days",Email,0.03,"$9,830.00",3.83,New York,Spanish,826,4248,10,Fashionistas,2021-04-20
476,Innovate Industries,Search,Women 35-44,"45 days",YouTube,0.02,"$17,467.00",5.48,Houston,Mandarin,120,8525,3,Tech Enthusiasts,2021-04-21
477,Innovate Industries,Email,Men 25-34,"45 days",Website,0.13,"$16,475.00",5.56,Miami,German,652,2439,4,Foodies,2021-04-22
478,TechCorp,Influencer,All Ages,"15 days",Instagram,0.06,"$15,682.00",4.04,Los Angeles,English,275,9717,3,Health & Wellness,2021-04-23
479,Innovate Industries,Influencer,Women 25-34,"45 days",Instagram,0.03,"$11,186.00",2.47,Miami,Mandarin,201,1215,1,Fashionistas,2021-04-24
480,Innovate Industries,Search,Women 25-34,"15 days",Email,0.11,"$14,889.00",4.65,Chicago,Mandarin,455,8222,8,Health & Wellness,2021-04-25
481,Innovate Industries,Influencer,Women 35-44,"60 days",Instagram,0.09,"$10,706.00",6.57,Chicago,Mandarin,244,2542,4,Health & Wellness,2021-04-26
482,Innovate Industries,Search,Men 25-34,"15 days",Facebook,0.03,"$5,757.00",3.1,Miami,Mandarin,538,5801,1,Outdoor Adventurers,2021-04-27
483,NexGen Systems,Email,Men 25-34,"15 days",Email,0.09,"$18,035.00",7.03,Miami,English,147,6930,4,Tech Enthusiasts,2021-04-28
484,NexGen Systems,Influencer,Men 25-34,"60 days",Google Ads,0.03,"$5,234.00",6.93,Miami,Spanish,149,6815,7,Outdoor Adventurers,2021-04-29
485,NexGen Systems,Search,Men 18-24,"60 days",YouTube,0.06,"$12,495.00",4.15,New York,Spanish,753,8752,10,Health & Wellness,2021-04-30
486,Alpha Innovations,Display,Women 35-44,"45 days",Instagram,0.08,"$8,241.00",7.63,Los Angeles,English,368,4360,4,Outdoor Adventurers,2021-05-01
487,DataTech Solutions,Email,Men 18-24,"15 days",Email,0.14,"$19,562.00",6.35,Chicago,Mandarin,194,9417,10,Foodies,2021-05-02
488,NexGen Systems,Display,Women 25-34,"30 days",Facebook,0.05,"$19,456.00",7.56,Los Angeles,German,172,2838,10,Health & Wellness,2021-05-03
489,NexGen Systems,Social Media,Men 25-34,"45 days",YouTube,0.13,"$10,420.00",3.55,Los Angeles,English,740,7051,3,Foodies,2021-05-04
490,TechCorp,Social Media,Women 25-34,"30 days",Website,0.11,"$17,493.00",6.42,Los Angeles,French,580,6874,2,Foodies,2021-05-05
491,NexGen Systems,Email,Men 18-24,"30 days",Instagram,0.07,"$18,686.00",4.32,Chicago,Mandarin,798,6218,9,Foodies,2021-05-06
492,TechCorp,Social Media,Men 18-24,"30 days",YouTube,0.08,"$16,765.00",7.85,Miami,Spanish,940,1333,4,Foodies,2021-05-07
493,NexGen Systems,Display,Women 25-34,"45 days",Facebook,0.06,"$17,991.00",2.35,Los Angeles,English,325,9848,10,Health & Wellness,2021-05-08
494,DataTech Solutions,Display,Men 25-34,"45 days",Facebook,0.05,"$14,481.00",6.74,Miami,Mandarin,637,6228,3,Tech Enthusiasts,2021-05-09
495,DataTech Solutions,Search,Women 35-44,"30 days",Email,0.13,"$17,531.00",5.04,Miami,German,736,5551,2,Health & Wellness,2021-05-10
496,NexGen Systems,Influencer,Women 25-34,"45 days",Facebook,0.1,"$15,814.00",6.07,Houston,French,305,8942,6,Outdoor Adventurers,2021-05-11
497,DataTech Solutions,Display,All Ages,"30 days",Website,0.12,"$14,037.00",3.98,Houston,French,512,5824,6,Foodies,2021-05-12
498,Alpha Innovations,Search,All Ages,"60 days",Instagram,0.09,"$14,493.00",3.22,Chicago,Spanish,870,6980,4,Fashionistas,2021-05-13
499,NexGen Systems,Influencer,Men 25-34,"45 days",Instagram,0.03,"$19,520.00",5.8,Chicago,Mandarin,702,4794,6,Tech Enthusiasts,2021-05-14
500,TechCorp,Social Media,Women 35-44,"60 days",Email,0.06,"$5,538.00",4.79,Houston,English,520,6720,2,Tech Enthusiasts,2021-05-15
501,Alpha Innovations,Social Media,Men 25-34,"45 days",YouTube,0.12,"$10,493.00",3.49,Houston,German,767,5005,2,Outdoor Adventurers,2021-05-16
502,NexGen Systems,Search,Men 18-24,"30 days",Website,0.06,"$16,116.00",7.42,Chicago,Spanish,471,6621,1,Outdoor Adventurers,2021-05-17
503,DataTech Solutions,Email,Men 25-34,"15 days",YouTube,0.14,"$7,708.00",2.56,Chicago,Spanish,701,5101,9,Fashionistas,2021-05-18
504,Alpha Innovations,Social Media,Women 35-44,"45 days",YouTube,0.06,"$5,935.00",5.92,Miami,Spanish,935,9752,9,Fashionistas,2021-05-19
505,NexGen Systems,Email,Men 25-34,"60 days",YouTube,0.05,"$9,290.00",5.04,Los Angeles,Spanish,893,7613,5,Fashionistas,2021-05-20
506,NexGen Systems,Email,Men 25-34,"15 days",Instagram,0.08,"$19,426.00",2.5,Houston,English,467,2450,3,Tech Enthusiasts,2021-05-21
507,TechCorp,Email,Women 25-34,"30 days",YouTube,0.14,"$17,183.00",3.58,Los Angeles,German,308,7984,2,Health & Wellness,2021-05-22
508,Alpha Innovations,Display,Women 25-34,"60 days",Website,0.14,"$15,890.00",2.56,Houston,Spanish,374,2539,7,Health & Wellness,2021-05-23
509,DataTech Solutions,Social Media,Men 25-34,"30 days",Google Ads,0.11,"$6,341.00",7.07,Miami,German,676,5334,9,Fashionistas,2021-05-24
510,NexGen Systems,Display,Women 25-34,"45 days",Email,0.12,"$16,615.00",7.92,Los Angeles,English,301,3473,5,Health & Wellness,2021-05-25
511,TechCorp,Email,Women 35-44,"45 days",Website,0.07,"$18,822.00",7.77,New York,Mandarin,471,9465,10,Tech Enthusiasts,2021-05-26
512,DataTech Solutions,Search,All Ages,"30 days",Facebook,0.07,"$15,713.00",7.67,Los Angeles,English,167,5803,9,Foodies,2021-05-27
513,TechCorp,Influencer,Women 25-34,"60 days",Google Ads,0.12,"$19,754.00",3.85,New York,Spanish,397,9308,7,Health & Wellness,2021-05-28
514,Alpha Innovations,Social Media,Men 18-24,"30 days",Facebook,0.03,"$16,073.00",5.97,Miami,French,260,7086,9,Fashionistas,2021-05-29
515,NexGen Systems,Search,Men 25-34,"45 days",Instagram,0.13,"$13,716.00",6.03,Houston,Spanish,676,6304,9,Foodies,2021-05-30
516,NexGen Systems,Display,All Ages,"15 days",Facebook,0.08,"$12,341.00",4.97,Houston,English,508,6150,3,Health & Wellness,2021-05-31
517,Innovate Industries,Social Media,Men 18-24,"15 days",YouTube,0.02,"$13,702.00",4.91,Miami,Mandarin,353,8771,9,Foodies,2021-06-01
518,Alpha Innovations,Social Media,Women 25-34,"45 days",Facebook,0.04,"$18,224.00",7.31,Los Angeles,English,682,4781,10,Fashionistas,2021-06-02
519,Alpha Innovations,Influencer,Men 25-34,"15 days",Website,0.05,"$15,530.00",6.81,Chicago,English,830,7660,8,Outdoor Adventurers,2021-06-03
520,DataTech Solutions,Display,Men 18-24,"30 days",Website,0.14,"$19,102.00",4.98,Miami,Mandarin,736,2811,5,Outdoor Adventurers,2021-06-04
521,NexGen Systems,Search,Women 35-44,"60 days",Instagram,0.14,"$17,123.00",3.31,Chicago,French,955,5738,7,Foodies,2021-06-05
522,NexGen Systems,Search,Women 25-34,"15 days",YouTube,0.02,"$8,103.00",5.85,New York,Spanish,262,9494,10,Outdoor Adventurers,2021-06-06
523,NexGen Systems,Display,Men 25-34,"60 days",Facebook,0.12,"$6,787.00",7.17,Los Angeles,English,776,3071,6,Foodies,2021-06-07
524,Innovate Industries,Social Media,Men 18-24,"30 days",Instagram,0.09,"$18,464.00",7.86,Los Angeles,English,883,7234,4,Tech Enthusiasts,2021-06-08
525,Innovate Industries,Search,Women 35-44,"30 days",YouTube,0.08,"$5,214.00",5.41,New York,Spanish,986,5047,3,Fashionistas,2021-06-09
526,TechCorp,Influencer,Men 18-24,"30 days",Email,0.07,"$17,678.00",4.77,Houston,German,215,6302,10,Foodies,2021-06-10
527,NexGen Systems,Social Media,All Ages,"30 days",Website,0.14,"$10,365.00",3.23,Miami,Spanish,965,1167,8,Outdoor Adventurers,2021-06-11
528,NexGen Systems,Email,All Ages,"60 days",Instagram,0.09,"$11,139.00",7.54,Los Angeles,Mandarin,640,1144,7,Tech Enthusiasts,2021-06-12
529,DataTech Solutions,Search,Men 18-24,"45 days",Instagram,0.1,"$18,407.00",2.24,Chicago,German,388,2697,10,Tech Enthusiasts,2021-06-13
530,TechCorp,Influencer,Men 18-24,"60 days",Instagram,0.07,"$10,863.00",5.21,Miami,Spanish,494,5354,10,Foodies,2021-06-14
531,Alpha Innovations,Search,Women 35-44,"45 days",Instagram,0.09,"$11,535.00",6.44,Chicago,Spanish,432,8524,6,Tech Enthusiasts,2021-06-15
532,Alpha Innovations,Search,Men 18-24,"15 days",YouTube,0.03,"$16,117.00",6.68,Los Angeles,Spanish,237,7706,3,Tech Enthusiasts,2021-06-16
533,TechCorp,Email,Men 18-24,"60 days",Facebook,0.05,"$7,641.00",5.05,Los Angeles,French,247,6859,10,Outdoor Adventurers,2021-06-17
534,Alpha Innovations,Search,Men 18-24,"15 days",Website,0.07,"$19,122.00",5.86,Los Angeles,French,849,4127,8,Fashionistas,2021-06-18
535,Alpha Innovations,Influencer,Men 18-24,"45 days",Google Ads,0.07,"$19,905.00",3.28,New York,French,421,9220,1,Health & Wellness,2021-06-19
536,NexGen Systems,Search,Men 18-24,"30 days",YouTube,0.03,"$9,710.00",6.11,Chicago,French,775,1378,6,Foodies,2021-06-20
537,DataTech Solutions,Display,Women 35-44,"30 days",Facebook,0.06,"$11,135.00",5.55,Los Angeles,German,158,9372,5,Tech Enthusiasts,2021-06-21
538,Innovate Industries,Search,All Ages,"15 days",YouTube,0.02,"$18,860.00",5.67,Miami,Spanish,581,1624,9,Health & Wellness,2021-06-22
539,NexGen Systems,Influencer,Women 35-44,"60 days",Google Ads,0.13,"$9,642.00",5.04,Los Angeles,French,745,1803,8,Outdoor Adventurers,2021-06-23
540,NexGen Systems,Social Media,Men 25-34,"15 days",Instagram,0.07,"$9,225.00",7.88,Los Angeles,Mandarin,837,1454,4,Tech Enthusiasts,2021-06-24
541,DataTech Solutions,Search,Women 25-34,"30 days",Google Ads,0.07,"$12,493.00",6.26,Chicago,Mandarin,265,1716,1,Foodies,2021-06-25
542,DataTech Solutions,Email,Women 25-34,"45 days",Email,0.12,"$14,740.00",2.29,Chicago,Spanish,941,4716,2,Fashionistas,2021-06-26
543,TechCorp,Search,All Ages,"60 days",YouTube,0.05,"$17,300.00",6.46,New York,German,517,4930,1,Health & Wellness,2021-06-27
544,TechCorp,Email,Men 25-34,"30 days",Instagram,0.13,"$7,787.00",2.79,New York,Spanish,403,9196,5,Health & Wellness,2021-06-28
545,NexGen Systems,Display,Men 18-24,"60 days",Email,0.06,"$7,865.00",3.61,Houston,Mandarin,905,8601,5,Foodies,2021-06-29
